id,name,alias,name_en,category,kcal,protein,fat,carb,sodium
O0901701,可可粉,,Cocoa powder,飲料類,464.0,20.8,22.8,43.8,26.0
O0901801,小麥草粉,小麥苗粉,,飲料類,370.0,34.0,7.4,41.9,8.0
O9900301,椰奶,,coconut milk,飲料類,49.0,0.2,2.1,7.4,19.0
P0100101,八角,"大茴,茴香",Star anise,調味料及香辛料類,360.0,4.9,3.9,76.2,19.0
P0100201,小茴香粉,孜然粉,Cumin powder,調味料及香辛料類,411.0,19.5,25.8,37.0,241.0
P0100301,山葵粉,,,調味料及香辛料類,387.0,10.1,6.1,72.9,13.0
P0100401,五香粉,,,調味料及香辛料類,363.0,8.7,8.9,68.1,98.0
P0100501,甘草粉,,,調味料及香辛料類,341.0,9.2,3.6,73.4,109.0
P0100601,肉桂粉,,Cassia powder,調味料及香辛料類,343.0,4.2,2.9,78.8,10.0
P0100701,西洋芹菜片,,Cliantro leaves,調味料及香辛料類,315.0,24.4,6.8,49.9,91.0
P0100801,花椒粉,,,調味料及香辛料類,369.0,10.0,9.2,63.2,565.0
P0100901,洋香菜片,,Parsley leaves,調味料及香辛料類,312.0,24.4,7.5,47.7,28.0
P0101001,洋蔥粉,,,調味料及香辛料類,377.0,8.1,1.8,82.1,34.0
P0101101,白胡椒粉,,White pepper powder,調味料及香辛料類,342.0,3.7,1.1,78.8,120.0
P0101201,紅胡椒粒,,,調味料及香辛料類,376.0,5.9,13.7,59.3,81.0
P0101301,黑胡椒粉,,Black pepper powder,調味料及香辛料類,372.0,11.6,6.7,67.7,7.0
P0101401,綠胡椒粒,,,調味料及香辛料類,379.0,11.3,7.3,68.4,1179.0
P0101501,迷迭香粉,,Rosemary powder,調味料及香辛料類,432.0,5.9,21.9,59.8,5.0
P0101601,荳蔻粉,,Nutmeg powder,調味料及香辛料類,448.0,6.7,26.2,50.6,15.0
P0101701,蒜粉,,Garlic powder,調味料及香辛料類,332.0,18.1,0.4,71.9,74.0
P0101801,辣椒粉,,Shili powder; Cayenne; paprika,調味料及香辛料類,387.0,14.7,14.1,59.1,12.0
P0101901,薑黃粉,,curcuma powder,調味料及香辛料類,358.0,14.6,2.7,69.0,5.0
P0102001,薑粉,,,調味料及香辛料類,333.0,10.4,3.6,70.5,2849.0
P0102101,羅勒片,,Basil leaves,調味料及香辛料類,289.0,23.3,5.8,46.1,26.0
P0102201,花椒粒,,,調味料及香辛料類,359.0,10.3,12.5,53.6,2780.0
P0200101,七味唐辛子,,Shichimi togarashi,調味料及香辛料類,463.0,15.8,24.1,45.8,39.0
P0200201,沙茶粉,,,調味料及香辛料類,507.0,15.0,28.8,47.0,2143.0
P0200301,豆酥,,,調味料及香辛料類,540.0,30.1,38.1,19.2,3129.0
P0200401,咖哩粉,,Curry powder,調味料及香辛料類,417.0,13.9,14.1,58.5,552.0
P0200501,咖哩塊,,Curry,調味料及香辛料類,515.0,5.6,34.5,45.4,4180.0
P0200601,油蔥酥,,Fried shallots,調味料及香辛料類,518.0,7.4,28.8,57.1,30.0
P0200701,梅子粉,,,調味料及香辛料類,286.0,2.0,3.9,60.8,10507.0
P0200801,椰子粉,,Coconut powder,調味料及香辛料類,629.0,7.2,60.3,27.8,29.0
P0200901,蒜頭酥,,,調味料及香辛料類,452.0,11.7,17.8,61.2,32.0
P0201001,糖粉,,Sugar powder,調味料及香辛料類,399.0,0.0,0.2,99.3,1.0
P0201101,椰漿,,,調味料及香辛料類,208.0,1.1,23.1,0.0,23.0
P0201201,黃耆水,,,調味料及香辛料類,14.0,0.9,0.0,2.9,2.0
P0201301,黃耆片,,,調味料及香辛料類,321.0,14.9,1.6,68.7,16.0
P0201401,陳皮,,"Tangerine peel, chenpi",調味料及香辛料類,349.0,6.9,2.4,74.8,3.0
P0201501,山楂,,,調味料及香辛料類,345.0,1.9,2.5,78.7,12.0
P0300101,岩鹽,,Salt,調味料及香辛料類,2.0,0.0,0.1,0.4,34468.0
P0300201,低鈉鹽,,Salt: low sodium,調味料及香辛料類,11.0,0.0,0.0,2.8,18341.0
P0400101,味精,,Monosodium glutamate,調味料及香辛料類,251.0,44.5,,18.1,11656.0
P0400201,高鮮味精,,,調味料及香辛料類,269.0,45.0,,22.3,11879.0
P0400301,鮮雞精,,Granulated chicken stock,調味料及香辛料類,267.0,10.8,10.1,33.3,17522.0
P0400401,鰹魚粉,,,調味料及香辛料類,240.0,21.9,1.0,35.8,15888.0
P0500101,高湯塊(排骨),,,調味料及香辛料類,363.0,12.5,23.9,24.5,14158.0
P0500201,高湯塊(雞肉),,,調味料及香辛料類,340.0,14.7,24.8,14.5,16862.0
P0500301,高湯(豬大骨),,,調味料及香辛料類,49.0,4.2,0.7,6.6,4472.0
P0500401,低脂高湯,,,調味料及香辛料類,2.0,0.3,0.0,0.3,406.0
P0500501,素食高湯,,,調味料及香辛料類,17.0,0.3,0.0,4.0,1286.0
P0600101,米醋,,Rice vinegar,調味料及香辛料類,10.0,,,2.4,8.0
P0600201,糯米醋,,Rice vinegar,調味料及香辛料類,17.0,0.1,0.0,4.1,81.0
P0600301,高梁醋,,Sorghum vinegar,調味料及香辛料類,27.0,,,6.8,3.0
P0600401,薏仁醋,,,調味料及香辛料類,13.0,,,3.3,183.0
P0600501,紅醋,紅酢,Red vinegar,調味料及香辛料類,5.0,0.3,0.0,0.8,7.0
P0600601,香醋,,Vinegar,調味料及香辛料類,3.0,,,0.7,103.0
P0600701,烏醋,,Black vinegar,調味料及香辛料類,37.0,0.5,0.0,8.7,1571.0
P0600801,素食烏醋,,Vinegar,調味料及香辛料類,42.0,,,10.4,2131.0
P0600901,壽司醋,,Vinegar,調味料及香辛料類,181.0,,,45.2,2159.0
P0700101,醬油,,Soy sauce,調味料及香辛料類,90.0,7.8,,14.7,4997.0
P0700201,薏仁醬油,,Soy sauce,調味料及香辛料類,83.0,9.3,,11.5,4774.0
P0700301,黑豆醬油,"黑豆蔭油,蔭油",Soy sauce,調味料及香辛料類,114.0,7.5,0.2,20.6,4077.0
P0700401,淡色醬油,,Soy sauce,調味料及香辛料類,78.0,7.1,0.4,11.5,5278.0
P0700501,薄鹽醬油(低鈉),低鹽醬油,Soy sauce,調味料及香辛料類,77.0,7.4,,11.9,3508.0
P0700601,薄鹽醬油(低鈉高鉀),,Soy sauce,調味料及香辛料類,56.0,6.5,,7.6,3260.0
P0700701,醬油膏,,,調味料及香辛料類,103.0,6.8,,19.0,4050.0
P0700801,黑豆油膏,蔭油膏,,調味料及香辛料類,146.0,7.8,0.1,28.6,3010.0
P0700901,薄鹽黑豆醬油膏,,,調味料及香辛料類,124.0,7.6,0.1,23.3,2964.0
P0800101,味醂,"米醂,米霖",Mirin,調味料及香辛料類,220.0,0.5,0.0,54.5,108.0
P0800201,鮮味露,,,調味料及香辛料類,75.0,20.1,0.1,0.0,7803.0
P0800301,蠔油,,,調味料及香辛料類,156.0,6.5,0.1,32.2,5847.0
P0800401,魚露,,,調味料及香辛料類,64.0,10.2,0.2,5.3,8908.0
P0900101,紅辣椒油,,,調味料及香辛料類,899.0,0.0,99.8,0.1,0.0
P0900201,香油,,,調味料及香辛料類,883.0,,99.9,0.0,
P0900301,蝦油,,Shrimp sauce,調味料及香辛料類,56.0,7.4,0.1,6.4,8411.0
P1000101,干貝醬,XO醬,,調味料及香辛料類,558.0,16.7,51.0,8.0,1109.0
P1000201,牛肉醬,,,調味料及香辛料類,507.0,17.0,38.9,22.2,989.0
P1000301,肉燥,,,調味料及香辛料類,397.0,9.5,38.1,4.2,941.0
P1000401,素肉燥,,,調味料及香辛料類,483.0,12.4,42.6,12.5,1056.0
P1000501,義式乳酪醬,,,調味料及香辛料類,216.0,8.8,17.0,6.9,403.0
P1000601,炸醬,,,調味料及香辛料類,398.0,14.6,34.7,6.7,3545.0
P1000701,素食炸醬,,,調味料及香辛料類,391.0,13.9,35.3,4.5,3474.0
P1000801,海苔醬,,,調味料及香辛料類,223.0,6.4,0.0,49.3,1985.0
P1000901,麻醬,芝麻醬,Sesame sauce,調味料及香辛料類,643.0,20.8,52.8,21.3,4.0
P1001001,速食乾麵麻醬包,,,調味料及香辛料類,676.0,13.2,64.0,11.8,1716.0
P1001101,白醬,,,調味料及香辛料類,61.0,1.2,3.2,6.8,934.0
P1001201,青醬,,,調味料及香辛料類,83.0,0.9,5.4,7.7,1211.0
P1001301,蕃茄義大利麵醬,,,調味料及香辛料類,70.0,3.2,2.5,8.9,768.0
P1001401,五味醬,,,調味料及香辛料類,140.0,1.3,0.8,31.9,1947.0
P1001501,牛排醬,,Steak sauce,調味料及香辛料類,130.0,2.5,0.0,30.1,2113.0
P1001601,羊肉爐醬,,,調味料及香辛料類,130.0,7.3,7.2,8.9,2945.0
P1001701,沙茶醬,,,調味料及香辛料類,729.0,10.2,71.8,10.4,421.0
P1001801,素沙茶醬,,,調味料及香辛料類,670.0,7.6,66.0,11.4,1991.0
P1001901,黃芥茉醬,,Mustard sauce,調味料及香辛料類,74.0,4.1,3.7,6.2,1154.0
P1002001,山葵醬,芥茉醬,,調味料及香辛料類,338.0,1.1,5.9,70.2,265.0
P1002101,金桔醬,,,調味料及香辛料類,84.0,0.5,0.4,19.5,1750.0
P1002201,海鮮醬,,,調味料及香辛料類,228.0,1.8,2.2,50.3,2271.0
P1002301,烤肉醬,,Barbecue sauce,調味料及香辛料類,157.0,5.2,0.8,32.1,2604.0
P1002401,排骨醬,,Spare rib sauce,調味料及香辛料類,221.0,2.3,4.4,43.1,4196.0
P1002501,甜辣醬,,,調味料及香辛料類,116.0,1.0,0.0,28.1,1968.0
P1002601,甜麵醬,,,調味料及香辛料類,216.0,4.5,2.4,44.0,1870.0
P1002701,朝鮮醬,,,調味料及香辛料類,106.0,1.6,2.3,19.7,1502.0
P1002801,黑胡椒醬,,,調味料及香辛料類,117.0,2.5,0.5,25.5,1762.0
P1002901,日式照燒醬,,,調味料及香辛料類,227.0,3.0,0.5,52.6,1840.0
P1003001,蒜蓉醬,,Garlic sauce,調味料及香辛料類,282.0,4.2,20.0,21.2,817.0
P1003101,辣蒜蓉醬,,Garlic hot sauce,調味料及香辛料類,78.0,2.3,4.2,7.8,5043.0
P1003201,辣椒醬,,Hot sauce; Chili sauce; Pungent sauce; Chili paste,調味料及香辛料類,83.0,2.6,2.9,11.5,4948.0
P1003301,蔥醬,,,調味料及香辛料類,149.0,2.2,6.8,19.5,1122.0
P1003401,糖醋醬,,,調味料及香辛料類,131.0,1.9,2.6,25.1,1858.0
P1003501,蕃茄醬,,Catchup; Ketchup,調味料及香辛料類,114.0,1.6,0.1,26.7,1116.0
P1003601,薑蓉醬,,Ginger sauce,調味料及香辛料類,65.0,1.0,2.6,9.4,646.0
P1003701,蘑菇醬,,Mushroom sauce,調味料及香辛料類,58.0,1.5,2.4,7.7,355.0
P1003801,米豆醬,,,調味料及香辛料類,128.0,7.4,3.0,17.9,4354.0
P1003901,蒜味豆豉醬,,,調味料及香辛料類,270.0,9.5,17.0,19.7,3150.0
P1004001,豆酥醬,,,調味料及香辛料類,671.0,12.2,64.5,10.4,1207.0
P1004101,豆瓣醬,,Bean paste,調味料及香辛料類,178.0,14.2,8.1,12.2,5042.0
P1004201,辣豆瓣醬,,,調味料及香辛料類,100.0,4.5,3.3,13.1,4380.0
P1004301,紅麴醬,,,調味料及香辛料類,163.0,4.6,0.5,35.0,2687.0
P1004401,韭花醬,,,調味料及香辛料類,29.0,2.1,0.3,4.5,5063.0
P1004501,香椿醬,,,調味料及香辛料類,507.0,8.1,51.7,2.3,962.0
P1004601,麻婆醬,,,調味料及香辛料類,190.0,2.9,9.5,23.1,1753.0
P1004701,蝦醬,,Shrimp paste,調味料及香辛料類,99.0,19.6,1.7,1.3,10132.0
P1100101,沙拉醬,,Mayonnaise sauce; Mayonnaise; Salad dressing,調味料及香辛料類,645.0,1.9,65.7,11.4,980.0
P1100102,沙拉醬(2021年取樣),蛋黃醬,Salad dressing,調味料及香辛料類,630.0,1.9,61.7,16.8,687.0
P1100201,無蛋沙拉醬,,,調味料及香辛料類,479.0,1.8,44.0,19.0,549.0
P1100202,無蛋沙拉醬(2021年取樣),,Eggless salad dressing,調味料及香辛料類,631.0,0.3,59.8,22.9,350.0
P1100301,千島沙拉醬,,,調味料及香辛料類,515.0,1.0,49.3,16.7,631.0
P1100401,和風沙拉醬,,,調味料及香辛料類,129.0,2.1,1.7,26.3,2853.0
P1100501,凱撒沙拉醬,,,調味料及香辛料類,337.0,1.4,29.1,17.3,1275.0
P1200101,味噌,,,調味料及香辛料類,215.0,10.6,4.5,33.1,4153.0
P1300101,法式奶酥醬,,,調味料及香辛料類,596.0,6.7,46.5,37.6,177.0
P1300201,巧克力醬(液體),,,調味料及香辛料類,277.0,2.0,0.8,65.4,68.0
P1300301,草莓果醬,,Jam: strawberry,調味料及香辛料類,272.0,0.4,1.2,65.0,22.0
P1300401,葡萄果醬,,Jam: grape,調味料及香辛料類,261.0,0.0,1.9,60.9,52.0
P1300501,柚子果醬,,,調味料及香辛料類,268.0,0.6,0.8,64.5,81.0
P1300601,桑葚果醬,,,調味料及香辛料類,227.0,0.9,0.4,54.9,1.0
P1300701,白芝麻麵包醬,,,調味料及香辛料類,685.0,20.0,60.4,15.3,30.0
P1300801,黑芝麻麵包醬,,,調味料及香辛料類,667.0,10.6,57.4,27.0,107.0
P1300901,花生醬,,Peanut butter,調味料及香辛料類,657.0,24.0,54.3,17.9,306.0
P1301001,洋蔥麵包醬,,,調味料及香辛料類,276.0,1.0,26.1,9.5,535.0
P1301101,法式香蒜醬,,,調味料及香辛料類,791.0,1.1,85.7,3.8,477.0
P1301201,無糖黑芝麻醬,,Black Sesame Sauce,調味料及香辛料類,612.0,20.7,56.0,17.7,2.0
P1400101,液體奶精,奶精,Creamer(liquid),調味料及香辛料類,262.0,3.9,26.3,2.5,217.0
P1400102,液體奶精(2021年),奶精,Creamer(liquid),調味料及香辛料類,242.0,2.2,24.0,4.2,122.0
P1400201,奶精粉,"奶精,植物性奶精",Non-dairy creamer; Creamer(powder),調味料及香辛料類,544.0,2.2,33.0,59.5,158.0
P1400202,奶精粉(2021年),奶精,"Non-Dairy Creamer, Creamer(powder)",調味料及香辛料類,550.0,2.1,34.6,57.6,243.0
P1400301,奶精粉(低脂),"奶精,植物性奶精","Non-dairy creamer (low fat), Creamer(powder)",調味料及香辛料類,450.0,2.1,15.7,75.2,99.0
P1500101,炸排粉,,,調味料及香辛料類,344.0,11.9,1.8,70.0,2927.0
P1500201,炸雞粉,,,調味料及香辛料類,333.0,8.3,1.7,71.0,3790.0
P1500301,蒸肉粉(五香),,,調味料及香辛料類,350.0,10.3,1.1,74.8,1211.0
P1500401,熱狗粉,,,調味料及香辛料類,355.0,8.4,0.9,78.4,315.0
P1500501,麵包粉,,Bread crumb,調味料及香辛料類,370.0,14.4,1.5,74.6,256.0
P1500601,酵母粉,,Yeast powder,調味料及香辛料類,347.0,46.3,0.0,40.4,140.0
Q0100101,冷藏寧波年糕,,,糕餅點心類,220.0,3.9,0.6,49.7,62.0
Q0100201,冷藏甜年糕,,,糕餅點心類,242.0,2.3,0.4,57.2,15.0
Q0100301,冷藏廣式芋頭粿,,Taro cake,糕餅點心類,109.0,2.1,1.6,21.5,242.0
Q0100401,冷藏廣式蘿蔔糕,菜頭粿,Turnip cake; Radish cake,糕餅點心類,111.0,2.2,2.3,20.4,251.0
Q0100501,包餡甜麻糬(紅豆),,,糕餅點心類,329.0,10.0,2.9,65.7,44.0
Q0200101,鹹麻糬,,,糕餅點心類,248.0,8.7,4.5,43.2,272.0
Q0300101,芋仔餅,,,糕餅點心類,354.0,4.6,12.1,56.6,8.0
Q0300201,月餅(棗泥),,Moon cake,糕餅點心類,419.0,6.0,18.2,57.9,120.0
Q0300301,綠豆凸,綠豆椪,Mung bean cake,糕餅點心類,394.0,6.9,15.9,55.8,14.0
Q0300401,蕃薯餅,,,糕餅點心類,331.0,3.9,10.6,54.9,24.0
Q0400101,車輪餅(紅豆),,,糕餅點心類,187.0,2.1,1.1,42.3,108.0
Q0400201,車輪餅(菜脯),,,糕餅點心類,183.0,1.4,5.7,31.6,467.0
Q0500101,太陽餅,,Sun cake,糕餅點心類,460.0,5.3,20.5,63.6,3.0
Q0500201,牛舌餅,,,糕餅點心類,411.0,5.7,13.2,67.4,66.0
Q0500301,蛋黃芋頭酥,,,糕餅點心類,217.0,3.1,3.0,44.2,34.0
Q0500401,蛋黃酥,,Egg-yolk cake,糕餅點心類,461.0,11.4,26.4,44.5,196.0
Q0500501,鳳梨酥,,Pineapple cake,糕餅點心類,484.0,4.2,24.4,62.0,59.0
Q0500601,蘿蔔酥,,Turnip cake,糕餅點心類,427.0,7.5,20.9,52.3,72.0
Q0600701,鳳眼糕,,,糕餅點心類,379.0,3.8,0.8,89.0,1.0
Q0600801,米粩,豬油粩,,糕餅點心類,442.0,2.6,13.7,76.9,34.0
Q0700101,可頌,,,糕餅點心類,452.0,7.3,26.1,47.1,360.0
Q0700201,泡芙(巧克力),,Chocolate puff,糕餅點心類,590.0,10.3,40.4,46.2,146.0
Q0700301,蛋塔,,,糕餅點心類,376.0,4.1,21.7,41.1,85.0
Q0700401,蛋塔(葡式),,,糕餅點心類,375.0,3.7,25.8,31.9,119.0
Q0700501,鬆餅,,,糕餅點心類,257.0,3.2,2.6,55.1,228.0
Q0800101,冷凍馬拉糕,,,糕餅點心類,320.0,7.1,12.9,44.0,166.0
Q0800201,銅鑼燒,,,糕餅點心類,332.0,3.4,9.9,57.2,123.0
Q0800301,冷凍馬蹄條,,,糕餅點心類,194.0,4.2,1.9,40.1,277.0
Q0900101,乳酪蛋糕,,Cheese cake,糕餅點心類,296.0,7.0,21.3,19.1,153.0
Q0900201,海綿蛋糕(圓形),,,糕餅點心類,344.0,5.1,18.1,40.2,208.0
Q0900301,提拉米蘇(圓形),,,糕餅點心類,328.0,4.4,25.1,21.1,105.0
Q0900401,蜂蜜蛋糕(原味),,Honey cake,糕餅點心類,346.0,6.5,14.5,47.4,76.0
Q0900501,蜂蜜蛋糕(巧克力),,Honey cake: chocolate,糕餅點心類,341.0,6.9,15.6,43.1,134.0
Q0900601,蜂蜜蛋糕(起司),,Honey cake: Cheese,糕餅點心類,352.0,7.4,18.1,39.9,170.0
Q0900701,黑森林蛋糕,巧克力鮮奶油蛋糕,,糕餅點心類,277.0,4.2,17.8,25.0,76.0
Q1000101,土司,,Toast,糕餅點心類,289.0,9.5,6.3,48.6,443.0
Q1000201,土司(含全穀粉),,,糕餅點心類,292.0,10.0,6.1,49.2,355.0
Q1000301,紅豆土司,,,糕餅點心類,319.0,9.2,10.2,47.7,290.0
Q1000401,奶酥麵包,,Bread,糕餅點心類,377.0,9.1,15.7,49.8,215.0
Q1000501,肉鬆麵包,,Bread,糕餅點心類,429.0,8.1,22.9,47.6,417.0
Q1000601,蜜糖甜甜圈(波/摩堤),波(摩)堤,,糕餅點心類,396.0,2.0,20.7,50.6,389.0
Q1000701,糖粒甜甜圈(油炸),,,糕餅點心類,401.0,5.3,19.8,50.3,265.0
Q1000801,菠蘿麵包,,Bread,糕餅點心類,378.0,9.2,15.0,51.5,204.0
Q1000901,葡萄乾奶酥麵包,,,糕餅點心類,306.0,8.4,7.9,50.4,251.0
Q1001001,漢堡包,,,糕餅點心類,322.0,9.1,7.4,54.9,286.0
Q1001101,餐包,,,糕餅點心類,365.0,7.2,14.9,50.5,206.0
Q1001201,雙胞胎麵包,,,糕餅點心類,341.0,8.4,7.7,59.6,35.0
Q2100101,仙草凍,,,糕餅點心類,19.0,0.9,0.1,3.7,71.0
Q2100102,仙草凍(2020取樣),,,糕餅點心類,19.0,0.3,0.2,4.1,56.0
Q2100201,咖啡凍,,,糕餅點心類,75.0,0.1,0.2,18.1,13.0
Q2100301,果凍,,Fruit jelly,糕餅點心類,91.0,,0.2,22.3,30.0
Q2100401,原味愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",Awkeotsang; Jelly-fig; Moraceae,糕餅點心類,2.0,,,0.4,13.0
Q2100501,檸檬愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",Awkeotsang; Jelly-fig; Moraceae,糕餅點心類,53.0,,,13.1,28.0
Q2100601,粉粿,,,糕餅點心類,65.0,0.0,0.1,15.5,30.0
Q2102101,鮮奶布丁,白布丁,Milk pudding,糕餅點心類,110.0,3.0,5.1,13.1,54.0
Q2102201,烤布丁,,Pudding,糕餅點心類,138.0,4.7,7.1,13.8,63.0
Q2102301,黃布丁,雞蛋布丁,Pudding,糕餅點心類,110.0,2.3,3.5,17.3,66.0
Q2104101,豆花(花生),,,糕餅點心類,60.0,2.0,0.9,10.9,8.0
Q2104201,傳統豆花(未加糖),,,糕餅點心類,39.0,3.2,1.9,2.1,22.0
Q2106101,羊羹,,,糕餅點心類,289.0,3.0,0.7,67.6,38.0
Q2200101,巧克力冰淇淋,,Ice cream: chocolate flavor,糕餅點心類,192.0,4.2,10.6,19.9,80.0
Q2200201,香草冰淇淋,,Ice cream: vanilla flavor,糕餅點心類,182.0,2.5,9.1,22.6,102.0
Q2200301,紅豆牛奶冰棒,,Red bean milk ice bar,糕餅點心類,155.0,3.5,4.9,24.3,25.0
Q2300101,花生仁湯,,Peanut soup,糕餅點心類,108.0,2.8,5.1,12.7,51.0
Q4100101,方塊酥,"恩典酥,方塊酥",,糕餅點心類,509.0,7.1,24.1,66.1,4.0
Q4100201,夾心餅乾(草莓),,Cookie,糕餅點心類,517.0,4.8,27.4,62.8,303.0
Q4100301,捲心酥,,,糕餅點心類,490.0,6.1,19.9,71.7,73.0
Q4100401,蛋捲(芝麻),,Egg roll,糕餅點心類,549.0,6.8,33.3,55.5,225.0
Q4100501,煎餅,,,糕餅點心類,444.0,6.3,11.7,78.3,162.0
Q4100601,營養口糧,,,糕餅點心類,424.0,6.8,8.7,79.7,333.0
Q4100701,蘇打餅乾(蔬菜),,,糕餅點心類,512.0,7.8,24.7,64.5,388.0
Q4200101,玉米餅乾(原味),,,糕餅點心類,504.0,7.6,24.3,63.8,314.0
Q4200201,洋芋片,,Potato chips,糕餅點心類,553.0,5.2,34.3,55.8,383.0
Q4200301,魚酥,,,糕餅點心類,564.0,8.3,36.6,50.3,695.0
Q4200401,零食泡麵,,,糕餅點心類,484.0,11.3,21.5,61.3,1872.0
Q4300101,雪餅,,,糕餅點心類,487.0,5.8,19.4,72.3,385.0
Q4900101,沙其馬,,,糕餅點心類,487.0,5.6,24.8,60.2,128.0
Q6100101,牛奶巧克力,,Chocolate,糕餅點心類,546.0,9.4,32.6,54.0,101.0
Q6100201,花生牛奶巧克力,,Chocolate,糕餅點心類,489.0,13.0,23.2,56.9,50.0
Q6100301,榛果牛奶巧克力,,Chocolate,糕餅點心類,590.0,9.0,40.4,47.5,45.0
Q6100401,糖衣牛奶巧克力,,Chocolate,糕餅點心類,481.0,4.8,18.6,73.6,61.0
Q6100501,白巧克力風味糖,,Chocolate,糕餅點心類,562.0,8.6,34.7,53.8,109.0
Q6100601,黑巧克力(85%),,Chocolate,糕餅點心類,613.0,10.9,46.1,38.7,5.0
Q6200101,白芝麻糖,,Candy,糕餅點心類,521.0,8.4,26.2,62.9,4.0
Q6200201,黑芝麻糖,,Candy,糕餅點心類,536.0,8.5,30.4,57.0,50.0
Q6200301,花生糖,,Candy,糕餅點心類,562.0,17.9,35.3,43.3,183.0
Q6200401,花生貢糖,,Candy,糕餅點心類,511.0,13.5,26.3,55.0,118.0
Q6200501,牛軋糖,,Candy,糕餅點心類,477.0,9.7,21.7,60.8,316.0
Q6200601,核棗糕,,,糕餅點心類,425.0,2.5,14.6,71.1,47.0
Q6300101,水果軟糖,,Candy,糕餅點心類,411.0,1.3,8.4,82.6,4.0
Q6300201,水果QQ軟糖,,Candy,糕餅點心類,343.0,6.8,0.2,78.3,28.0
Q6310101,牛奶軟糖,,Candy,糕餅點心類,424.0,2.9,11.1,78.0,101.0
Q6310201,巧克力牛奶軟糖,,Candy,糕餅點心類,422.0,3.4,11.3,76.7,119.0
Q6400101,太妃糖,,Toffee,糕餅點心類,438.0,2.7,13.9,75.6,211.0
Q6400201,蓮藕糖,,Candy,糕餅點心類,395.0,0.2,0.4,97.8,43.0
Q6400301,枇杷糖,,Candy,糕餅點心類,394.0,0.2,0.1,98.0,14.0
Q6400401,苦茶糖,,Candy,糕餅點心類,396.0,0.1,0.2,98.5,7.0
Q6400501,薑糖,,Candy,糕餅點心類,359.0,0.3,2.5,84.0,93.0
Q6400601,巧克力夾心糖,,Candy,糕餅點心類,403.0,0.7,2.8,93.7,21.0
Q6800101,維生素C口含錠(檸檬),,,糕餅點心類,399.0,0.2,0.6,98.3,9.0
Q6800201,酵母菌咀嚼錠,,,糕餅點心類,391.0,23.6,5.6,61.4,186.0
Q6900101,乳酸球,,,糕餅點心類,474.0,3.8,21.7,66.1,35.0
Q6900201,羊乳片,,Goat milk tablet,糕餅點心類,410.0,23.4,10.0,56.6,319.0
Q6900301,紅豆球,,,糕餅點心類,351.0,7.1,1.0,78.4,13.0
Q6900401,綠豆球,,,糕餅點心類,346.0,6.2,1.1,77.9,16.0
Q6900501,棉花糖,,Marshmallow,糕餅點心類,331.0,3.2,0.3,78.9,16.0
Q8100101,甘薯蜜餞,,,糕餅點心類,347.0,0.9,0.6,84.3,163.0
Q8100201,芒果青,,,糕餅點心類,223.0,0.6,0.4,54.2,149.0
Q8100401,芭樂果乾,,,糕餅點心類,347.0,1.1,0.2,85.2,368.0
Q8100501,鳳梨果乾,,,糕餅點心類,348.0,2.0,0.3,84.6,182.0
Q8100601,檸檬果乾,,,糕餅點心類,344.0,0.8,0.2,84.6,292.0
Q9100101,豆干丁(五香),,,糕餅點心類,383.0,35.4,18.1,19.6,988.0
Q9100202,豆干片(沙茶),,,糕餅點心類,464.0,16.2,28.2,36.4,686.0
Q9900101,布丁粉,,Pudding powder,糕餅點心類,419.0,2.7,7.1,86.1,231.0
Q9900201,冰淇淋粉(香草),,Ice cream powder: vanilla flavor,糕餅點心類,430.0,15.9,11.7,65.3,583.0
Q9900301,起酥片,,,糕餅點心類,404.0,6.7,26.9,33.8,205.0
R0100101,廣東粥,,Catonese congee,加工調理食品及其他類,81.0,4.9,2.8,9.1,271.0
R0200101,冷凍火腿炒飯,,Fried rice,加工調理食品及其他類,189.0,5.0,5.6,29.7,220.0
R0200201,冷凍蝦仁炒飯,,Fried rice,加工調理食品及其他類,148.0,4.7,3.4,24.6,222.0
R0300101,三角飯糰(肉鬆),,,加工調理食品及其他類,219.0,5.8,5.5,36.6,224.0
R0300201,糯米飯糰,,,加工調理食品及其他類,335.0,5.9,17.6,38.3,393.0
R0300301,壽司(豆皮壽司),稻禾壽司,,加工調理食品及其他類,194.0,6.3,4.7,31.7,276.0
R0400101,肉粽,,,加工調理食品及其他類,235.0,8.2,8.8,30.7,343.0
R0400201,鹼粽,,,加工調理食品及其他類,131.0,2.1,1.7,26.8,214.0
R0500301,冷凍筒仔米糕,,,加工調理食品及其他類,212.0,6.5,5.8,33.6,331.0
R0500401,筒仔米糕,,,加工調理食品及其他類,246.0,6.6,8.6,35.5,299.0
R0600101,豬血糕,米血糕,,加工調理食品及其他類,194.0,8.6,0.9,37.8,414.0
R0600201,鴨血糕,米血糕,,加工調理食品及其他類,193.0,6.7,1.1,39.1,1739.0
R0700101,肉圓,肉丸,,加工調理食品及其他類,136.0,3.1,1.6,27.3,217.0
R0700201,清蒸蝦仁肉圓,肉丸,,加工調理食品及其他類,152.0,4.6,7.4,16.7,429.0
R0800101,甜酒釀,,Fermented rice,加工調理食品及其他類,163.0,5.0,0.4,34.8,2.0
R0800201,紫米酒釀,,,加工調理食品及其他類,155.0,4.2,0.4,33.6,1.0
